time_s,step,state,phase_current_a,phase_current_b,phase_current_c,target_speed_rpm,observer_speed_rpm,true_speed_rpm,id_ref_a,iq_ref_a,id_a,iq_a,vd_v,vq_v,duty_a,duty_b,duty_c,dc_bus_voltage_v,control_angle_rad,forced_angle_rad,observer_angle_rad,true_angle_rad,observer_reliable,flags,observer_bemf_alpha_v,observer_bemf_beta_v,observer_bemf_magnitude_v,observer_pll_phase_error_rad,observer_speed_mean_rpm,observer_speed_variance_rpm2,observer_speed_variance_ratio,observer_reliability_flags,observer_reliable_samples,observer_wait_elapsed_s,observer_loss_elapsed_s,voltage_limited
0.02,240,3,0.0,0.013,-0.013,582.0,-151,,0.0,0.016,0.0,0.015,-0.01,0.098,0.499,0.507,0.493,12.288,0.0,0.0,0.679,,0,29534,0.103,0.103,0.14566399692442877,-1.474,0,0,,0,0,0.0,0.0,0
0.04,480,3,0.011,0.027,-0.038,582.0,-168,,0.0,0.032,0.011,0.038,-0.104,0.131,0.489,0.511,0.492,12.288,0.0,0.0,0.836,,0,29534,0.103,0.103,0.14566399692442877,-1.632,0,0,,0,0,0.0,0.0,0
0.06,720,3,0.002,0.041,-0.043,582.0,-172,,0.0,0.048,0.002,0.049,-0.021,0.282,0.497,0.52,0.48,12.288,0.0,0.0,0.857,,0,29534,0.103,0.103,0.14566399692442877,-1.653,0,0,,0,0,0.0,0.0,0
0.08,960,3,0.002,0.056,-0.057,582.0,-173,,0.0,0.064,0.002,0.065,-0.045,0.357,0.494,0.525,0.475,12.288,0.0,0.0,0.846,,0,29534,0.103,0.103,0.14566399692442877,-1.642,-167,53,0.0019003908350962745,43,0,0.0,0.0,0
0.1,1200,3,0.002,0.067,-0.069,582.0,-173,,0.0,0.08,0.002,0.078,-0.016,0.515,0.498,0.536,0.464,12.288,0.0,0.0,0.831,,0,29534,0.103,0.103,0.14566399692442877,-1.627,-172,3,0.00010140616549486209,43,0,0.0,0.0,0
0.12,1440,3,0.002,0.08,-0.081,582.0,-173,,0.0,0.096,0.002,0.093,-0.064,0.635,0.492,0.545,0.455,12.288,0.0,0.0,0.818,,0,29534,0.103,0.103,0.14566399692442877,-1.614,-173,0,0.0,43,0,0.0,0.0,0
0.14,1680,3,-0.005,0.097,-0.093,582.0,-117,,0.0,0.112,-0.005,0.11,0.192,1.142,0.523,0.581,0.419,12.288,0.0,0.0,0.689,,0,29534,0.103,0.254,0.2740894014733149,-1.08,-168,174,0.006164965986394558,59,0,0.0,0.0,0
0.16,1920,3,0.0,0.11,-0.11,582.0,-50,,0.0,0.128,0.0,0.127,-0.034,0.336,0.496,0.524,0.476,12.288,0.0,0.0,4.942,,0,29534,0.112,0.007,0.11221853679316979,-0.173,-148,955,0.04359934258582907,11,0,0.0,0.0,0
0.18,2160,3,0.0,0.126,-0.126,582.0,282,,0.0,0.144,0.0,0.146,-0.589,1.029,0.428,0.572,0.428,12.288,0.0,0.0,3.73,,0,29534,-0.069,0.166,0.17976929659983654,2.966,-53,17709,6.3043787824848705,11,0,0.0,0.0,0
0.2,2400,3,-0.01,0.137,-0.128,582.0,-263,,0.0,0.16,-0.01,0.153,0.389,1.278,0.548,0.59,0.41,12.288,0.0,0.0,1.049,,0,29534,0.141,0.174,0.22395758527006848,-1.746,-97,31966,3.3973854819853333,11,0,0.0,0.0,0
0.22,2640,3,-0.002,0.152,-0.15,582.0,32,,0.0,0.176,-0.002,0.174,0.021,0.969,0.503,0.568,0.432,12.288,0.0,0.0,4.25,,0,29534,0.104,0.101,0.14497241116847026,1.233,-100,34882,3.4882,11,0,0.0,0.0,0
0.24,2880,3,-0.003,0.169,-0.166,582.0,-335,,0.0,0.192,-0.003,0.194,-0.317,0.896,0.461,0.563,0.437,12.288,0.0,0.0,1.91,,0,29534,0.007,0.103,0.10323759005323593,-2.001,-140,40737,2.0784183673469387,11,0,0.0,0.0,0
0.26,3120,3,0.003,0.18,-0.184,582.0,-132,,0.0,0.208,0.003,0.21,0.316,1.003,0.539,0.571,0.429,12.288,0.0,0.0,5.144,,0,29534,0.195,0.103,0.22053117693423757,0.046,-164,30727,1.1424375371802498,11,0,0.0,0.0,0
0.28,3360,3,0.005,0.196,-0.201,582.0,203,,0.0,0.224,0.005,0.229,-0.442,1.286,0.446,0.591,0.409,12.288,0.0,0.0,3.171,,0,29534,0.002,0.113,0.11301769772916098,3.103,-88,40384,5.214876033057851,11,0,0.0,0.0,0
0.3,3600,3,0.002,0.207,-0.209,582.0,-296,,0.0,0.24,0.002,0.241,0.404,1.437,0.549,0.601,0.399,12.288,0.0,0.0,0.252,,0,29534,0.204,0.109,0.23129418496797535,-1.351,-200,35113,0.877825,11,0,0.0,0.0,0
0.32,3840,3,-0.003,0.223,-0.22,582.0,-174,,0.0,0.256,-0.003,0.256,-0.088,1.563,0.489,0.61,0.39,12.288,0.0,0.0,6.015,,0,29534,0.103,0.116,0.15512897859523217,-0.467,-174,31011,1.0242766547760602,11,0,0.0,0.0,0
0.34,4080,3,0.0,0.238,-0.238,582.0,-161,,0.0,0.272,0.0,0.275,0.104,1.564,0.513,0.61,0.39,12.288,0.0,0.0,6.1,,0,29534,0.102,0.103,0.1449586147836685,-0.61,-217,18157,0.38558899105948313,11,0,0.0,0.0,0
0.36,4320,3,0.005,0.249,-0.254,582.0,-161,,0.0,0.288,0.005,0.29,0.041,1.628,0.505,0.615,0.385,12.288,0.0,0.0,0.029,,0,29534,0.103,0.103,0.14566399692442877,-0.826,-190,2271,0.06290858725761773,11,0,0.0,0.0,0
0.38,4560,3,-0.006,0.263,-0.257,582.0,-160,,0.0,0.304,-0.006,0.3,-0.046,1.76,0.494,0.624,0.376,12.288,0.0,0.0,0.201,,0,29534,0.101,0.103,0.14425671561490647,-0.987,-161,166,0.006404073916901354,43,0,0.0,0.0,0
0.4,4800,3,0.0,0.275,-0.275,582.0,-164,,0.0,0.32,0.0,0.317,0.142,1.847,0.517,0.63,0.37,12.288,0.0,0.0,0.349,,0,29534,0.104,0.103,0.14637281168304447,-1.153,-164,54,0.002007733491969066,43,0,0.0,0.0,0
0.42,5040,3,-0.002,0.29,-0.289,582.0,-165,,0.0,0.336,-0.002,0.335,-0.076,1.932,0.491,0.636,0.364,12.288,0.0,0.0,0.461,,0,29534,0.103,0.103,0.14566399692442877,-1.255,-162,15,0.0005715592135345222,43,0,0.0,0.0,0
0.44,5280,3,0.0,0.306,-0.306,582.0,-167,,0.0,0.352,0.0,0.354,0.137,2.026,0.517,0.643,0.357,12.288,0.0,0.0,0.545,,0,29534,0.103,0.103,0.14566399692442877,-1.339,-164,8,0.000297441998810232,43,0,0.0,0.0,0
0.46,5520,3,-0.002,0.318,-0.316,582.0,-167,,0.0,0.368,-0.002,0.366,-0.015,2.134,0.498,0.65,0.35,12.288,0.0,0.0,0.607,,0,29534,0.103,0.104,0.14637281168304447,-1.394,-166,2,7.257947452460444e-05,43,0,0.0,0.0,0
0.48,5760,3,-0.002,0.332,-0.33,582.0,-166,,0.0,0.384,-0.002,0.382,0.081,2.206,0.51,0.655,0.345,12.288,0.0,0.0,0.652,,0,29534,0.103,0.11,0.15069505632236246,-1.414,-166,1,3.628973726230222e-05,43,0,0.0,0.0,0
0.5,6000,3,-0.005,0.346,-0.342,582.0,-167,,0.0,0.4,-0.005,0.397,0.089,2.345,0.511,0.665,0.335,12.288,0.0,0.0,0.684,,0,29534,0.103,0.109,0.14996666296213967,-1.45,-166,1,3.628973726230222e-05,43,0,0.0,0.0,0
0.52,6240,3,0.0,0.361,-0.361,582.0,-165,,0.0,0.416,0.0,0.417,0.026,2.385,0.503,0.668,0.332,12.288,0.0,0.0,0.708,,0,29534,0.103,0.114,0.15363918770938617,-1.452,-166,1,3.628973726230222e-05,43,0,0.0,0.0,0
0.54,6480,3,0.003,0.377,-0.38,582.0,-163,,0.0,0.432,0.003,0.437,0.036,2.445,0.504,0.672,0.328,12.288,0.0,0.0,0.724,,0,29534,0.103,0.118,0.1566301375853319,-1.45,-165,1,3.6730945821854914e-05,43,0,0.0,0.0,0
0.56,6720,3,0.005,0.388,-0.393,582.0,-161,,0.0,0.448,0.005,0.451,0.01,2.554,0.501,0.68,0.32,12.288,0.0,0.0,0.733,,0,29534,0.103,0.121,0.15890248582070704,-1.444,-164,3,0.000111540749553837,43,0,0.0,0.0,0
0.58,6960,3,0.002,0.402,-0.404,582.0,-160,,0.0,0.464,0.002,0.465,0.057,2.669,0.507,0.688,0.312,12.288,0.0,0.0,0.739,,0,29534,0.103,0.123,0.1604306703844374,-1.443,-162,4,0.00015241579027587258,43,0,0.0,0.0,0
0.6,7200,3,-0.002,0.413,-0.412,582.0,-157,,0.0,0.48,-0.002,0.476,0.094,2.819,0.511,0.699,0.301,12.288,0.0,0.0,0.741,,0,29534,0.103,0.131,0.1666433316997713,-1.416,-160,4,0.00015625,43,0,0.0,0.0,0
0.62,7440,3,0.0,0.431,-0.431,582.0,-154,,0.0,0.496,0.0,0.498,0.092,2.857,0.511,0.701,0.299,12.288,0.0,0.0,0.739,,0,29534,0.103,0.135,0.16980577139779438,-1.4,-158,5,0.000200288415318058,43,0,0.0,0.0,0
0.64,7680,3,0.0,0.442,-0.442,582.0,-154,,0.0,0.512,0.0,0.511,0.048,2.971,0.506,0.709,0.291,12.288,0.0,0.0,0.735,,0,29534,0.103,0.134,0.16901183390520322,-1.398,-156,6,0.0002465483234714004,43,0,0.0,0.0,0
0.66,7920,3,-0.002,0.456,-0.455,582.0,-151,,0.0,0.528,-0.002,0.526,0.093,3.083,0.511,0.717,0.283,12.288,0.0,0.0,0.729,,0,29534,0.103,0.139,0.1730028901492689,-1.372,-153,6,0.0002563116749967961,43,0,0.0,0.0,0
0.68,8160,3,0.0,0.472,-0.472,582.0,-147,,0.0,0.544,0.0,0.546,0.105,3.139,0.513,0.721,0.279,12.288,0.0,0.0,0.72,,0,29534,0.103,0.148,0.18031361568112375,-1.335,-151,7,0.0003070040787684751,43,0,0.0,0.0,0
0.7,8400,3,0.0,0.487,-0.487,582.0,-144,,0.0,0.56,0.0,0.562,0.081,3.244,0.51,0.729,0.271,12.288,0.0,0.0,0.709,,0,29534,0.103,0.151,0.1827840255602223,-1.314,-148,8,0.0003652300949598247,43,0,0.0,0.0,0
0.72,8640,3,0.002,0.5,-0.501,582.0,-141,,0.0,0.576,0.002,0.578,0.079,3.333,0.51,0.735,0.265,12.288,0.0,0.0,0.698,,0,29534,0.103,0.157,0.18777113729218342,-1.286,-146,7,0.0003283918183524113,43,0,0.0,0.0,0
0.74,8880,3,-0.002,0.509,-0.508,582.0,-140,,0.0,0.592,-0.002,0.587,0.097,3.484,0.512,0.746,0.254,12.288,0.0,0.0,0.686,,0,29534,0.103,0.158,0.18860805921274945,-1.271,-143,8,0.00039121717443395764,43,0,0.0,0.0,0
0.76,9120,3,0.003,0.527,-0.53,582.0,-135,,0.0,0.608,0.003,0.61,0.062,3.508,0.508,0.747,0.253,12.288,0.0,0.0,0.675,,0,29534,0.103,0.168,0.19706090429103384,-1.231,-140,7,0.00035714285714285714,43,0,0.0,0.0,0
0.78,9360,3,-0.002,0.543,-0.541,582.0,-131,,0.0,0.624,-0.002,0.626,0.111,3.635,0.513,0.756,0.244,12.288,0.0,0.0,0.65,,0,29534,0.103,0.173,0.20134050759844627,-1.194,-137,10,0.0005327934359848687,43,0,0.0,0.0,0
0.8,9600,3,-0.002,0.555,-0.554,582.0,-128,,0.0,0.64,-0.002,0.64,0.101,3.729,0.512,0.763,0.237,12.288,0.0,0.0,0.629,,0,29534,0.103,0.175,0.2030615670184784,-1.166,-134,15,0.0008353753619959902,43,0,0.0,0.0,0
0.82,9840,3,0.002,0.571,-0.573,582.0,-126,,0.0,0.656,0.002,0.661,0.063,3.782,0.508,0.767,0.233,12.288,0.0,0.0,0.612,,0,29534,0.103,0.176,0.20392400545301181,-1.148,-130,14,0.0008284023668639054,43,0,0.0,0.0,0
0.84,10080,3,0.0,0.579,-0.579,582.0,-122,,0.0,0.672,0.0,0.669,0.103,3.949,0.513,0.778,0.222,12.288,0.0,0.0,0.591,,0,29534,0.103,0.186,0.21261467494037187,-1.104,-126,10,0.0006298815822625346,43,0,0.0,0.0,0
0.86,10320,3,0.003,0.595,-0.599,582.0,-118,,0.0,0.688,0.003,0.689,0.07,3.999,0.509,0.782,0.218,12.288,0.0,0.0,0.57,,0,29534,0.103,0.192,0.21788299612406656,-1.067,-123,11,0.0007270804415361227,43,0,0.0,0.0,0
0.88,10560,3,-0.002,0.611,-0.61,582.0,-112,,0.0,0.704,-0.002,0.705,0.133,4.123,0.516,0.791,0.209,12.288,0.0,0.0,0.538,,0,29534,0.103,0.201,0.22585393509965684,-1.016,-119,15,0.001059247228303086,43,0,0.0,0.0,0
0.9,10800,3,0.006,0.626,-0.632,582.0,-108,,0.0,0.72,0.006,0.726,0.065,4.16,0.508,0.793,0.207,12.288,0.0,0.0,0.514,,0,29534,0.103,0.21,0.2338995510897787,-0.975,-115,17,0.001285444234404537,43,0,0.0,0.0,0
0.92,11040,3,-0.005,0.642,-0.637,582.0,-105,,0.0,0.736,-0.005,0.738,0.174,4.304,0.521,0.803,0.197,12.288,0.0,0.0,0.491,,0,29534,0.103,0.214,0.2374973684064731,-0.944,-111,15,0.0012174336498660824,43,0,0.0,0.0,0
0.94,11280,3,0.003,0.651,-0.654,582.0,-101,,0.0,0.752,0.003,0.754,0.092,4.393,0.511,0.81,0.19,12.288,0.0,0.0,0.464,,0,29534,0.103,0.22,0.2429176815301842,-0.906,-107,12,0.001048126473927854,43,0,0.0,0.0,0
0.96,11520,3,0.0,0.662,-0.662,582.0,-95,,0.0,0.768,0.0,0.765,0.134,4.532,0.516,0.819,0.181,12.288,0.0,0.0,0.431,,0,29534,0.103,0.229,0.2510975905897944,-0.858,-103,16,0.001508153454614007,59,0,0.0,0.0,0
0.98,11760,3,-0.002,0.677,-0.675,582.0,-92,,0.0,0.784,-0.002,0.781,0.121,4.637,0.515,0.827,0.173,12.288,0.0,0.0,0.406,,0,29534,0.103,0.23,0.25200992043965253,-0.83,-99,17,0.0017345168860320376,59,0,0.0,0.0,0
1.0,12000,3,-0.002,0.691,-0.69,582.0,-88,,0.0,0.8,-0.002,0.797,0.14,4.735,0.517,0.834,0.166,12.288,0.0,0.0,0.383,,0,29534,0.103,0.241,0.2620877715575452,-0.791,-94,15,0.0016976007243096423,59,0,0.0,0.0,0
1.02,12240,4,-0.061,0.721,-0.661,582.0,-90,,0.0,0.8,-0.002,0.8,0.094,4.706,0.47,0.831,0.169,12.288,0.073,0.073,0.389,,0,29534,0.103,0.229,0.2510975905897944,-0.815,-91,8,0.0009660669001328342,59,0,0.0,0.0,0
1.04,12480,4,-0.225,0.78,-0.555,582.0,-103,,0.0,0.8,0.007,0.803,-0.038,4.611,0.333,0.81,0.19,12.288,0.293,0.293,0.46,,0,29534,0.103,0.197,0.2223015969353347,-0.947,-91,13,0.0015698587127158557,43,0,0.0,0.0,0
1.06,12720,4,-0.487,0.792,-0.305,582.0,-115,,0.0,0.8,0.003,0.799,-0.129,4.59,0.197,0.803,0.303,12.288,0.659,0.659,0.672,,0,29534,0.056,0.129,0.14063072210580446,-1.087,-98,115,0.01197417742607247,11,0,0.0,0.0,0
1.08,12960,4,-0.741,0.635,0.105,582.0,-66,,0.0,0.8,-0.005,0.801,-0.396,4.553,0.185,0.815,0.617,12.288,1.172,1.172,1.064,,0,29534,-0.031,0.076,0.0820792300158816,-0.683,-96,311,0.033745659722222224,11,0,0.0,0.0,0
1.1,13200,4,-0.771,0.207,0.563,582.0,171,,0.0,0.8,0.0,0.798,-0.452,4.774,0.167,0.598,0.833,12.288,1.832,1.832,1.59,,0,29534,-0.007,-0.054,0.054451813560247926,1.426,-77,3588,0.6051610726935402,11,0,0.0,0.0,0
1.12,13440,4,-0.391,-0.413,0.804,582.0,131,,0.0,0.8,0.003,0.805,-0.173,4.86,0.232,0.194,0.806,12.288,2.638,2.638,2.776,,0,29534,0.061,-0.097,0.11458621208504975,0.939,-7,11377,232.18367346938774,11,0,0.0,0.0,0
1.14,13680,4,0.35,-0.795,0.445,582.0,164,,0.0,0.8,-0.004,0.797,-0.053,4.673,0.753,0.205,0.795,12.288,3.591,3.591,3.637,,0,29534,0.109,0.01,0.10945775440780794,1.178,65,10380,2.4568047337278105,11,0,0.0,0.0,0
1.16,13920,4,0.798,-0.415,-0.383,582.0,97,,0.0,0.8,0.0,0.798,-0.459,4.647,0.797,0.253,0.203,12.288,4.69,4.69,5.009,,0,29534,0.212,0.192,0.28602097825159606,0.447,132,1862,0.10686409550045914,27,0,0.0,0.0,0
1.18,14160,4,0.27,0.516,-0.785,582.0,9,,0.0,0.8,-0.002,0.798,-0.234,4.735,0.67,0.819,0.181,12.288,5.936,5.936,0.099,,0,29534,0.103,0.276,0.2945929394944828,-0.454,115,1636,0.12370510396975426,27,0,0.0,0.0,0
1.2,14400,4,-0.693,0.696,-0.003,582.0,92,,0.0,0.8,0.002,0.802,-0.8,4.593,0.176,0.824,0.596,12.288,1.045,1.045,1.167,,0,29534,-0.14,0.019,0.1412834031300209,0.275,72,5055,0.9751157407407407,11,0,0.0,0.0,0
1.22,14640,4,-0.425,-0.373,0.798,582.0,120,,0.0,0.8,0.003,0.799,-0.753,4.953,0.258,0.176,0.824,12.288,2.584,2.584,3.119,,0,29534,0.1,-0.26,0.2785677655436824,0.396,73,5441,1.0210170763745543,27,0,0.0,0.0,0
1.24,14880,4,0.721,-0.659,-0.062,582.0,185,,0.0,0.8,0.003,0.8,-0.197,4.573,0.82,0.18,0.431,12.288,4.27,4.27,4.244,,0,29534,0.147,0.082,0.16832409215557945,0.991,102,7939,0.7630718954248366,11,0,0.0,0.0,0
1.26,15120,4,0.14,0.61,-0.75,582.0,41,,0.0,0.8,-0.003,0.798,-0.311,4.73,0.566,0.832,0.168,12.288,6.102,6.102,0.155,,0,29534,0.088,0.26,0.2744886154287642,-0.48,152,1681,0.07275796398891966,27,0,0.0,0.0,0
1.28,15360,4,-0.784,0.233,0.551,582.0,157,,0.0,0.8,-0.002,0.805,-0.453,4.695,0.174,0.615,0.826,12.288,1.798,1.798,2.056,,0,29534,-0.012,-0.018,0.021633307652783935,0.509,127,4684,0.29040858081716164,11,0,0.0,0.0,0
1.3,15600,4,0.575,-0.777,0.203,582.0,213,,0.0,0.8,-0.009,0.806,-0.832,4.224,0.803,0.197,0.537,12.288,3.924,3.924,4.378,,0,29534,0.335,0.208,0.3943209352798809,0.902,135,5154,0.282798353909465,27,0,0.0,0.0,0
1.32,15840,4,0.081,0.653,-0.734,582.0,150,,0.0,0.8,0.011,0.805,-1.003,5.239,0.434,0.874,0.126,12.288,6.196,6.196,6.063,,0,29534,-0.053,0.533,0.5356286026716647,0.328,130,5162,0.3054437869822485,27,0,0.0,0.0,0
1.34,16080,4,-0.579,-0.187,0.766,582.0,-62,,0.0,0.8,0.001,0.799,0.061,4.796,0.17,0.37,0.83,12.288,2.331,2.331,2.488,,0,29534,-0.088,0.096,0.13023056476879766,-1.75,172,10293,0.3479245538128718,11,0,0.0,0.0,0
1.36,16320,4,0.787,-0.26,-0.527,582.0,213,,0.0,0.8,-0.007,0.802,-0.808,4.147,0.795,0.424,0.205,12.288,4.896,4.896,5.377,,0,29534,0.119,0.39,0.4077511495998509,0.624,177,13466,0.42982540138529796,27,0,0.0,0.0,0
1.38,16560,4,-0.766,0.562,0.204,582.0,218,,0.0,0.8,0.014,0.793,-1.842,5.482,0.132,0.804,0.868,12.288,1.325,1.325,1.363,,0,29534,-0.551,-0.251,0.6054766717223712,0.649,161,15200,0.586397129740365,27,0,0.0,0.0,0
1.4,16800,4,0.685,-0.697,0.013,582.0,265,,0.0,0.8,0.009,0.798,-0.152,4.327,0.805,0.195,0.484,12.288,4.184,4.184,4.174,,0,29534,0.089,0.042,0.09841239759298621,0.997,174,12695,0.419309023649095,11,0,0.0,0.0,0
1.42,17040,4,-0.616,0.731,-0.115,582.0,482,,0.0,0.8,0.004,0.786,-0.298,3.986,0.219,0.781,0.467,12.288,0.906,0.906,1.703,,0,29534,0.199,-0.056,0.20672929158684794,2.762,219,11987,0.2499322366089114,11,0,0.0,0.0,0
1.44,17280,4,0.584,-0.686,0.102,582.0,191,,0.0,0.8,0.005,0.741,0.198,6.382,0.944,0.056,0.626,12.288,4.057,4.057,3.633,,0,29534,0.542,-0.687,0.8750617121094947,0.189,217,20229,0.4295907749155854,27,0,0.0,0.0,1
1.46,17520,4,-0.71,0.682,0.029,582.0,64,,0.0,0.8,-0.008,0.804,0.182,4.975,0.149,0.851,0.493,12.288,1.072,1.072,1.336,,0,29534,-0.05,0.307,0.3110450128196882,-1.17,207,27035,0.6309365446101426,27,0,0.0,0.0,0
1.48,17760,4,0.796,-0.52,-0.276,582.0,375,,0.0,0.8,-0.016,0.809,-0.922,3.251,0.715,0.323,0.285,12.288,4.517,4.517,4.624,,0,29534,0.051,0.619,0.6210974158696846,1.6,198,32510,0.829252117130905,27,0,0.0,0.0,0
1.5,18000,4,-0.766,0.207,0.559,582.0,178,,0.0,0.8,-0.003,0.792,-0.041,5.426,0.131,0.671,0.869,12.288,1.826,1.826,1.477,,0,29534,-0.3,0.103,0.31718921797564303,-0.227,193,21475,0.5765255443099143,27,0,0.0,0.0,0
1.52,18240,4,0.522,0.251,-0.773,582.0,125,,0.0,0.8,0.003,0.788,-0.235,4.625,0.803,0.709,0.197,12.288,5.564,5.564,0.118,,0,29534,0.103,0.086,0.13418271125595874,-0.987,211,20811,0.46744233058556633,11,0,0.0,0.0,0
1.54,18480,4,0.021,-0.701,0.68,582.0,205,,0.0,0.8,-0.002,0.797,0.453,5.131,0.459,0.138,0.862,12.288,3.165,3.165,2.524,,0,29534,-0.167,-0.179,0.24480604567698078,-0.123,196,19050,0.49588713036234905,11,0,0.0,0.0,0
1.56,18720,4,-0.622,0.737,-0.115,582.0,62,,0.0,0.8,0.009,0.793,0.361,3.662,0.248,0.752,0.397,12.288,0.913,0.913,6.271,,0,29534,0.537,0.028,0.5377294858941623,-1.503,212,20758,0.4618636525453898,27,0,0.0,0.0,0
1.58,18960,4,0.741,-0.113,-0.627,582.0,396,,0.0,0.8,-0.002,0.798,0.17,4.984,0.846,0.392,0.154,12.288,5.091,5.091,3.475,,0,29534,0.369,0.099,0.3820497349822402,1.524,191,24480,0.6710342370000822,27,0,0.0,0.0,0
1.6,19200,4,-0.019,-0.678,0.697,582.0,-9,,0.0,0.8,0.012,0.794,-1.001,4.247,0.617,0.2,0.8,12.288,3.132,3.132,1.364,,0,29534,0.229,0.17,0.28520343616443333,-2.297,248,22023,0.3580742715920916,27,0,0.0,0.0,0
1.62,19440,4,-0.761,0.595,0.166,582.0,127,,0.0,0.8,0.051,0.799,-1.313,2.851,0.292,0.629,0.708,12.288,1.32,1.32,5.905,,0,29534,0.55,0.001,0.5500009090901579,-1.184,250,30200,0.4832,27,0,0.0,0.0,0
1.64,19680,4,0.267,0.501,-0.768,582.0,146,,0.0,0.8,0.003,0.78,-1.766,4.192,0.47,0.82,0.18,12.288,5.938,5.938,2.201,,0,29534,-0.48,0.114,0.4933518014561212,-0.855,254,34877,0.5405945811891624,27,0,0.0,0.0,0
1.66,19920,4,0.782,-0.597,-0.185,582.0,122,,0.0,0.8,0.001,0.817,0.649,4.623,0.828,0.172,0.448,12.288,4.419,4.419,4.625,,0,29534,0.234,-0.38,0.44626897718752534,-0.925,202,38215,0.9365503382021371,27,0,0.0,0.0,0
1.68,20160,4,-0.056,-0.626,0.682,582.0,400,,0.0,0.8,-0.016,0.757,-1.182,6.275,0.571,0.052,0.948,12.288,3.047,3.047,2.02,,0,29534,0.364,-0.833,0.9090572039206334,1.558,195,32074,0.8434976988823143,27,0,0.0,0.0,1
1.7,20400,4,-0.808,0.201,0.607,582.0,-90,,0.0,0.8,-0.027,0.84,0.84,6.329,0.086,0.807,0.914,12.288,1.821,1.821,4.178,,0,29534,-0.893,0.125,0.9017061605645156,-2.752,189,33048,0.9251700680272109,27,0,0.0,0.0,1
1.72,20640,4,-0.567,0.8,-0.233,582.0,132,,0.0,0.8,-0.015,0.822,0.621,5.406,0.15,0.85,0.229,12.288,0.742,0.742,0.771,,0,29534,-0.056,0.769,0.7710363156168456,-0.69,192,32316,0.8766276041666666,27,0,0.0,0.0,0
1.74,20880,4,0.126,0.597,-0.723,582.0,-126,,0.0,0.8,-0.021,0.772,-0.922,6.318,0.536,0.95,0.05,12.288,6.092,6.092,2.859,,0,29534,0.046,1.002,1.0030553324717435,-2.913,163,42578,1.6025443185667507,27,0,0.0,0.0,1
1.76,21120,4,0.653,0.086,-0.739,582.0,184,,0.0,0.8,-0.029,0.808,1.061,6.296,0.948,0.425,0.052,12.288,5.306,5.306,4.968,,0,29534,1.137,0.305,1.1771975195352733,0.018,142,38843,1.926353898036104,27,0,0.0,0.0,1
1.78,21360,4,0.8,-0.463,-0.337,582.0,321,,0.0,0.8,0.037,0.802,-0.558,2.764,0.685,0.376,0.315,12.288,4.667,4.667,0.372,,0,29534,-0.408,-0.079,0.4155779108663019,1.411,130,40957,2.423491124260355,27,0,0.0,0.0,0
1.8,21600,4,0.661,-0.704,0.043,582.0,-86,,0.0,0.8,0.032,0.788,-1.362,3.086,0.719,0.281,0.339,12.288,4.174,4.174,2.65,,0,29534,-0.168,0.446,0.47659206875482096,-2.294,119,38398,2.7115316714921263,27,0,0.0,0.0,0
1.82,21840,4,0.485,-0.758,0.273,582.0,338,,0.0,0.8,0.002,0.768,-2.677,5.047,0.899,0.101,0.412,12.288,3.828,3.828,3.4,,0,29534,0.854,0.441,0.9611435896888664,1.809,108,39124,3.3542524005486967,27,0,0.0,0.0,0
1.84,22080,4,0.415,-0.859,0.444,582.0,-41,,0.0,0.8,-0.015,0.859,1.191,5.074,0.661,0.145,0.855,12.288,3.629,3.629,4.559,,0,29534,-0.087,-0.77,0.7748993483027328,-1.532,84,38083,5.397250566893424,27,0,0.0,0.0,0
1.86,22320,4,0.3,-0.787,0.487,582.0,244,,0.0,0.8,0.037,0.793,-1.284,2.988,0.724,0.276,0.582,12.288,3.576,3.576,5.188,,0,29534,-0.076,0.543,0.5482928049865328,1.249,49,38582,16.06913785922532,27,0,0.0,0.0,0
1.88,22560,4,0.394,-0.747,0.353,582.0,-115,,0.0,0.8,-0.021,0.747,-1.989,6.067,0.941,0.059,0.657,12.288,3.669,3.669,0.277,,0,29534,1.114,-0.165,1.1261531867379324,-2.002,71,37639,7.4665740924419755,27,0,0.0,0.0,1
1.9,22800,4,0.536,-0.803,0.267,582.0,133,,0.0,0.8,0.043,0.817,-0.662,2.336,0.671,0.329,0.501,12.288,3.91,3.91,0.521,,0,29534,-0.414,0.295,0.5083512565146269,0.438,49,36616,15.250312369845897,27,0,0.0,0.0,0
1.92,23040,4,0.678,-0.551,-0.128,582.0,-184,,0.0,0.8,-0.051,0.719,-0.815,6.333,0.938,0.062,0.318,12.288,4.296,4.296,0.778,,0,29534,1.149,0.04,1.1496960467880195,-2.325,40,36070,22.54375,27,0,0.0,0.0,1
1.94,23280,4,0.779,-0.35,-0.429,582.0,116,,0.0,0.8,0.045,0.779,-2.233,2.972,0.755,0.607,0.245,12.288,4.83,4.83,0.292,,0,29534,-0.477,0.365,0.6006280046751067,0.632,-7,35610,726.734693877551,27,0,0.0,0.0,0
1.96,23520,4,0.616,0.244,-0.86,582.0,-97,,0.0,0.8,-0.005,0.887,1.204,5.617,0.904,0.544,0.096,12.288,5.51,5.51,6.095,,0,29534,1.133,0.26,1.162449568798578,-1.163,-4,37365,2335.3125,27,0,0.0,0.0,0
