foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_phase_capture start on
FOC phase capture armed: divider=on, 256 samples at 12kHz (~21.33ms), outputs remain DISABLED.
msh >
msh >
foc_phase_capture status
FOC phase capture state=complete capture-divider=on rate=12000Hz samples=256/256 unread=256 window=21333us raw-only.
msh >
msh >
foc_phase_capture dump
FPV_META,divider=on
FPV_HEADER,sequence,phase_u_raw,phase_v_raw,phase_w_raw,current_u_raw,current_v_raw,bus_last_raw
FPV,237,77,35,18,1950,1933,1
FPV,238,73,34,22,1948,1933,1
FPV,239,74,35,47,1951,1932,1
FPV,240,73,36,51,1950,1933,1
FPV,241,72,35,50,1952,1932,1
FPV,242,77,37,20,1951,1933,1
FPV,243,76,35,18,1949,1932,1
FPV,244,73,35,47,1952,1933,1
FPV,245,74,34,48,1954,1933,1
FPV,246,73,36,52,1951,1932,1
FPV,247,74,35,50,1952,1933,1
FPV,248,75,36,55,1952,1933,1
FPV,249,73,36,53,1950,1932,1
FPV,250,75,35,55,1952,1933,1
FPV,251,72,36,53,1951,1932,1
FPV,252,74,36,54,1949,1932,1
FPV,253,74,35,50,1951,1933,1
FPV,254,76,36,50,1954,1934,1
FPV,255,73,35,53,1950,1932,1
msh >
msh >
FOC alive flags=0x0004231f sync=721909 steps=0 errors=0 Vbus=13mV.
foc_status
FOC state=uninitialized observer=rust-smo-pll reliable=0 closed=0 target=0rpm estimate=0rpm.
FOC Iref d/q=0/0mA I d/q=0/0mA V d/q=0/0mV.
FOC observer bemf a/b=0/0mV pllerr=0mrad speed mean/var=0/0 gate=0x00 streak=0 wait/loss=0/0ms vlim=0.
FOC flags=0x0004231f steps=0 errors=0 ISRmax=0/12500 cycles misses=0 peak=0 (~0mA).
FOC timing independent peaks pre/control/post=0/0/0 cycles; do not sum.
FOC rates PWM/control=12000/12000Hz ratio=1 delay=1 PWM ticks ADC trigger=1.
FOC sync interval last/min/avg/max=0/0/0/0 cycles (0 samples); monitor ISR=0/0/0 cycles.
FOC WCET step=0 total=0 pre/control/post=0/0/0 trace=0/0 samples=0 invalid=0.
FTIMING,1,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,271135
FOC last status=0 rust_fault=0x00000000 duty=0/0/0 per-mille.
FOC boot-profile status=0 rev=1 board=0x43116001 motor=0x28041007 approvals=0x00 runtime/record CRC=0x8c7a8df4/0xd9f996c3.
FOC ADC U/V/W=1951/1932/1955 offsets=1952/1933/1953 Vbus=1 (~13mV) Pot=2048.
msh >
msh >
foc_phase_capture stop
FOC phase capture stopped; IO_BEMF disabled.
msh >
msh >
foc_stop
FOC stopped; gate enable and TIM1 outputs are disabled.
msh >
msh >
